Unnamed: 0,county,gallons_from_great_lakes,gallons_from_groundwater,gallons_from_inland_surface,total_gallons_all_sources,industry,year
2759,Delta,0,0,0,0,Commercial-Institutional,2022
2760,Dickinson,0,0,0,0,Commercial-Institutional,2022
2761,Eaton,0,38430,128750,167180,Commercial-Institutional,2022
2762,Emmet,0,87913600,0,87913600,Commercial-Institutional,2022
2763,Genesee,0,5000000,0,5000000,Commercial-Institutional,2022
2764,Gladwin,0,0,0,0,Commercial-Institutional,2022
2765,Gogebic,0,0,60560000,60560000,Commercial-Institutional,2022
2766,Grand Traverse,0,24005791,0,24005791,Commercial-Institutional,2022
2767,Gratiot,0,631973,0,631973,Commercial-Institutional,2022
2768,Hillsdale,0,5592000,0,5592000,Commercial-Institutional,2022
2769,Houghton,0,0,0,0,Commercial-Institutional,2022
2770,Huron,0,0,0,0,Commercial-Institutional,2022
2771,Ingham,0,1255072,1855000,3110072,Commercial-Institutional,2022
2772,Ionia,0,18406320,0,18406320,Commercial-Institutional,2022
2773,Iosco,0,0,0,0,Commercial-Institutional,2022
2774,Iron,0,0,119200000,119200000,Commercial-Institutional,2022
2775,Isabella,0,0,0,0,Commercial-Institutional,2022
2776,Jackson,0,9943247,0,9943247,Commercial-Institutional,2022
2777,Kalamazoo,0,63062787,0,63062787,Commercial-Institutional,2022
2778,Kalkaska,0,0,0,0,Commercial-Institutional,2022
2779,Kent,0,47401386,52898568,100299954,Commercial-Institutional,2022
2780,Keweenaw,0,0,0,0,Commercial-Institutional,2022
2781,Lake,0,0,0,0,Commercial-Institutional,2022
2782,Lapeer,0,283600,0,283600,Commercial-Institutional,2022
2783,Leelanau,0,13935920,0,13935920,Commercial-Institutional,2022
2784,Lenawee,0,11562843,0,11562843,Commercial-Institutional,2022
2785,Livingston,0,8266644,0,8266644,Commercial-Institutional,2022
2786,Luce,0,0,0,0,Commercial-Institutional,2022
2787,Mackinac,0,0,0,0,Commercial-Institutional,2022
2788,Macomb,0,1670252,0,1670252,Commercial-Institutional,2022
2789,Manistee,0,180,0,180,Commercial-Institutional,2022
2790,Marquette,0,63000,42326864,42389864,Commercial-Institutional,2022
2791,Mason,0,110000,0,110000,Commercial-Institutional,2022
2792,Mecosta,0,2721500,0,2721500,Commercial-Institutional,2022
2793,Menominee,0,0,0,0,Commercial-Institutional,2022
2794,Midland,0,0,0,0,Commercial-Institutional,2022
2795,Missaukee,0,0,0,0,Commercial-Institutional,2022
2796,Monroe,0,5145868,0,5145868,Commercial-Institutional,2022
2797,Montcalm,0,480000,0,480000,Commercial-Institutional,2022
2798,Montmorency,0,0,0,0,Commercial-Institutional,2022
2799,Muskegon,0,1570148,0,1570148,Commercial-Institutional,2022
2800,Newaygo,0,536000,0,536000,Commercial-Institutional,2022
2801,Oakland,0,26176381,0,26176381,Commercial-Institutional,2022
2802,Oceana,0,10451643,1147200,11598843,Commercial-Institutional,2022
2803,Ogemaw,0,0,0,0,Commercial-Institutional,2022
2804,Ontonagon,0,0,0,0,Commercial-Institutional,2022
2805,Osceola,0,1991830,4454800,6446630,Commercial-Institutional,2022
2806,Oscoda,0,0,0,0,Commercial-Institutional,2022
2807,Otsego,0,0,0,0,Commercial-Institutional,2022
2808,Ottawa,0,14445937,367500,14813437,Commercial-Institutional,2022
2809,Presque Isle,0,0,0,0,Commercial-Institutional,2022
2810,Roscommon,0,2446666,0,2446666,Commercial-Institutional,2022
2811,Saginaw,0,0,0,0,Commercial-Institutional,2022
2812,Saint Clair,0,0,0,0,Commercial-Institutional,2022
2813,Saint Joseph,0,5522808,0,5522808,Commercial-Institutional,2022
2814,Sanilac,0,0,0,0,Commercial-Institutional,2022
2815,Schoolcraft,0,0,0,0,Commercial-Institutional,2022
2816,Shiawassee,0,0,0,0,Commercial-Institutional,2022
2817,Tuscola,0,0,0,0,Commercial-Institutional,2022
2818,Van Buren,0,5372100,0,5372100,Commercial-Institutional,2022
2819,Washtenaw,0,26626888,0,26626888,Commercial-Institutional,2022
2820,Wayne,123500000,2506000,0,126006000,Commercial-Institutional,2022
2821,Wexford,0,320034940,0,320034940,Commercial-Institutional,2022
2822,Alcona,0,145638000,0,145638000,Electric Power Generation,2022
2823,Alger,0,0,0,0,Electric Power Generation,2022
2824,Allegan,0,0,0,0,Electric Power Generation,2022
2825,Alpena,31755748000,0,308540000,32064288000,Electric Power Generation,2022
2826,Antrim,0,0,0,0,Electric Power Generation,2022
2827,Arenac,0,0,0,0,Electric Power Generation,2022
2828,Baraga,4760320000,0,0,4760320000,Electric Power Generation,2022
2829,Barry,0,0,0,0,Electric Power Generation,2022
2830,Bay,0,0,98865943318,98865943318,Electric Power Generation,2022
2831,Benzie,0,0,0,0,Electric Power Generation,2022
2832,Berrien,770986000000,0,0,770986000000,Electric Power Generation,2022
2833,Branch,0,0,0,0,Electric Power Generation,2022
2834,Calhoun,0,0,0,0,Electric Power Generation,2022
2835,Cass,0,0,0,0,Electric Power Generation,2022
2836,Charlevoix,0,0,0,0,Electric Power Generation,2022
2837,Cheboygan,0,0,0,0,Electric Power Generation,2022
2838,Chippewa,0,0,0,0,Electric Power Generation,2022
2839,Clare,0,0,0,0,Electric Power Generation,2022
2840,Clinton,0,0,0,0,Electric Power Generation,2022
2841,Crawford,0,110462152,0,110462152,Electric Power Generation,2022
2842,Delta,0,0,0,0,Electric Power Generation,2022
2843,Dickinson,0,0,0,0,Electric Power Generation,2022
2844,Eaton,0,0,23744898,23744898,Electric Power Generation,2022
2845,Emmet,0,0,0,0,Electric Power Generation,2022
2846,Genesee,0,41573701,0,41573701,Electric Power Generation,2022
2847,Gladwin,0,0,0,0,Electric Power Generation,2022
2848,Gogebic,0,0,0,0,Electric Power Generation,2022
2849,Grand Traverse,0,0,0,0,Electric Power Generation,2022
2850,Gratiot,0,0,0,0,Electric Power Generation,2022
2851,Hillsdale,0,0,0,0,Electric Power Generation,2022
2852,Houghton,0,0,0,0,Electric Power Generation,2022
2853,Huron,0,0,0,0,Electric Power Generation,2022
2854,Ingham,0,0,0,0,Electric Power Generation,2022
2855,Ionia,0,0,0,0,Electric Power Generation,2022
2856,Iosco,0,0,0,0,Electric Power Generation,2022
2857,Iron,0,0,0,0,Electric Power Generation,2022
2858,Isabella,0,18662528,0,18662528,Electric Power Generation,2022
2859,Jackson,0,372389175,0,372389175,Electric Power Generation,2022
2860,Kalamazoo,0,0,0,0,Electric Power Generation,2022
2861,Kalkaska,0,0,0,0,Electric Power Generation,2022
2862,Kent,0,0,112491861,112491861,Electric Power Generation,2022
2863,Keweenaw,0,0,0,0,Electric Power Generation,2022
2864,Lake,0,0,0,0,Electric Power Generation,2022
2865,Lapeer,0,0,0,0,Electric Power Generation,2022
2866,Leelanau,0,0,0,0,Electric Power Generation,2022
2867,Lenawee,0,0,0,0,Electric Power Generation,2022
2868,Livingston,0,0,0,0,Electric Power Generation,2022
2869,Luce,0,0,0,0,Electric Power Generation,2022
2870,Mackinac,0,0,0,0,Electric Power Generation,2022
2871,Macomb,0,0,0,0,Electric Power Generation,2022
2872,Manistee,0,41125204,329711978,370837182,Electric Power Generation,2022
2873,Marquette,0,0,0,0,Electric Power Generation,2022
2874,Mason,0,0,0,0,Electric Power Generation,2022
2875,Mecosta,0,0,0,0,Electric Power Generation,2022
2876,Menominee,0,0,0,0,Electric Power Generation,2022
2877,Midland,0,0,830100000,830100000,Electric Power Generation,2022
2878,Missaukee,0,0,0,0,Electric Power Generation,2022
2879,Monroe,605126899666,64935504,0,605191835170,Electric Power Generation,2022
2880,Montcalm,0,0,0,0,Electric Power Generation,2022
2881,Montmorency,0,0,0,0,Electric Power Generation,2022
2882,Muskegon,0,0,0,0,Electric Power Generation,2022
2883,Newaygo,0,0,0,0,Electric Power Generation,2022
2884,Oakland,0,0,0,0,Electric Power Generation,2022
2885,Oceana,0,0,0,0,Electric Power Generation,2022
2886,Ogemaw,0,0,0,0,Electric Power Generation,2022
2887,Ontonagon,0,0,0,0,Electric Power Generation,2022
2888,Osceola,0,0,0,0,Electric Power Generation,2022
2889,Oscoda,0,0,0,0,Electric Power Generation,2022
2890,Otsego,0,0,0,0,Electric Power Generation,2022
2891,Ottawa,262684576896,402545844,0,263087122740,Electric Power Generation,2022
2892,Presque Isle,0,0,0,0,Electric Power Generation,2022
2893,Roscommon,0,0,0,0,Electric Power Generation,2022
2894,Saginaw,0,0,0,0,Electric Power Generation,2022
2895,Saint Clair,325875200000,0,0,325875200000,Electric Power Generation,2022
2896,Saint Joseph,0,0,0,0,Electric Power Generation,2022
2897,Sanilac,0,0,0,0,Electric Power Generation,2022
2898,Schoolcraft,0,0,0,0,Electric Power Generation,2022
2899,Shiawassee,0,0,0,0,Electric Power Generation,2022
2900,Tuscola,0,0,0,0,Electric Power Generation,2022
2901,Van Buren,1576052838,0,0,1576052838,Electric Power Generation,2022
2902,Washtenaw,0,0,0,0,Electric Power Generation,2022
2903,Wayne,48854543500,0,68546315897,117400859397,Electric Power Generation,2022
2904,Wexford,0,0,0,0,Electric Power Generation,2022
2905,Alcona,0,0,0,0,Industrial-Manufacturing,2022
2906,Alger,1274620000,85780180,0,1360400180,Industrial-Manufacturing,2022
2907,Allegan,0,1056088085,1803326321,2859414406,Industrial-Manufacturing,2022
2908,Alpena,1148872981,0,0,1148872981,Industrial-Manufacturing,2022
2909,Antrim,0,90724932,0,90724932,Industrial-Manufacturing,2022
2910,Arenac,0,0,0,0,Industrial-Manufacturing,2022
2911,Baraga,95889216,0,0,95889216,Industrial-Manufacturing,2022
2912,Barry,0,156535854,85900000,242435854,Industrial-Manufacturing,2022
2913,Bay,0,291900,683967585,684259485,Industrial-Manufacturing,2022
2914,Benzie,0,53165632,0,53165632,Industrial-Manufacturing,2022
2915,Berrien,0,451062590,0,451062590,Industrial-Manufacturing,2022
2916,Branch,0,4287000,203513840,207800840,Industrial-Manufacturing,2022
2917,Calhoun,0,1234330138,194686200,1429016338,Industrial-Manufacturing,2022
2918,Cass,0,31472550,392449053,423921603,Industrial-Manufacturing,2022
2919,Charlevoix,0,3727915521,0,3727915521,Industrial-Manufacturing,2022
2920,Cheboygan,0,5893612,211502731,217396343,Industrial-Manufacturing,2022
2921,Chippewa,896400000,0,0,896400000,Industrial-Manufacturing,2022
2922,Clare,0,28992700,469050000,498042700,Industrial-Manufacturing,2022
2923,Clinton,0,212191464,195587442,407778906,Industrial-Manufacturing,2022
2924,Crawford,0,46018812,1013,46019825,Industrial-Manufacturing,2022
2925,Delta,13739200000,44184089,124356550,13907740639,Industrial-Manufacturing,2022
2926,Dickinson,0,8920000,7022000000,7030920000,Industrial-Manufacturing,2022
2927,Eaton,0,3277397,0,3277397,Industrial-Manufacturing,2022
2928,Emmet,0,9722722,0,9722722,Industrial-Manufacturing,2022
2929,Genesee,0,0,0,0,Industrial-Manufacturing,2022
2930,Gladwin,0,0,0,0,Industrial-Manufacturing,2022
2931,Gogebic,0,69379200,0,69379200,Industrial-Manufacturing,2022
2932,Grand Traverse,0,69175004,27175642,96350646,Industrial-Manufacturing,2022
2933,Gratiot,0,87514786,3582000,91096786,Industrial-Manufacturing,2022
2934,Hillsdale,0,733276490,0,733276490,Industrial-Manufacturing,2022
2935,Houghton,0,0,0,0,Industrial-Manufacturing,2022
2936,Huron,0,17488800,0,17488800,Industrial-Manufacturing,2022
2937,Ingham,0,59179672,0,59179672,Industrial-Manufacturing,2022
2938,Ionia,0,20377818,0,20377818,Industrial-Manufacturing,2022
2939,Iosco,0,525378,21379074,21904452,Industrial-Manufacturing,2022
2940,Iron,0,0,0,0,Industrial-Manufacturing,2022
2941,Isabella,0,0,0,0,Industrial-Manufacturing,2022
2942,Jackson,0,106884969,229742222,336627191,Industrial-Manufacturing,2022
2943,Kalamazoo,0,5976504153,1393129571,7369633724,Industrial-Manufacturing,2022
2944,Kalkaska,0,0,0,0,Industrial-Manufacturing,2022
2945,Kent,0,152305570,346762500,499068070,Industrial-Manufacturing,2022
2946,Keweenaw,0,0,0,0,Industrial-Manufacturing,2022
2947,Lake,0,0,0,0,Industrial-Manufacturing,2022
2948,Lapeer,0,0,0,0,Industrial-Manufacturing,2022
2949,Leelanau,0,173672109,31479135,205151244,Industrial-Manufacturing,2022
2950,Lenawee,0,146018020,12231200,158249220,Industrial-Manufacturing,2022
2951,Livingston,0,71630519,8000,71638519,Industrial-Manufacturing,2022
2952,Luce,0,13028988,0,13028988,Industrial-Manufacturing,2022
2953,Mackinac,3325500000,8173200,0,3333673200,Industrial-Manufacturing,2022
2954,Macomb,0,9530119,0,9530119,Industrial-Manufacturing,2022
2955,Manistee,0,567439444,6132260217,6699699661,Industrial-Manufacturing,2022
2956,Marquette,0,138661324,2572025552,2710686876,Industrial-Manufacturing,2022
2957,Mason,0,186449200,8340000000,8526449200,Industrial-Manufacturing,2022
2958,Mecosta,0,325847200,30139200,355986400,Industrial-Manufacturing,2022
2959,Menominee,0,0,538337540,538337540,Industrial-Manufacturing,2022
2960,Midland,0,0,1578990769,1578990769,Industrial-Manufacturing,2022
2961,Missaukee,0,233319,2618880,2852199,Industrial-Manufacturing,2022
2962,Monroe,0,9440003729,0,9440003729,Industrial-Manufacturing,2022
2963,Montcalm,0,0,2019400000,2019400000,Industrial-Manufacturing,2022
2964,Montmorency,0,0,0,0,Industrial-Manufacturing,2022
2965,Muskegon,0,604416029,1658590000,2263006029,Industrial-Manufacturing,2022
2966,Newaygo,0,7567675,0,7567675,Industrial-Manufacturing,2022
2967,Oakland,0,813163745,2828827352,3641991097,Industrial-Manufacturing,2022
2968,Oceana,0,425125093,0,425125093,Industrial-Manufacturing,2022
2969,Ogemaw,0,0,432000000,432000000,Industrial-Manufacturing,2022
2970,Ontonagon,0,0,0,0,Industrial-Manufacturing,2022
2971,Osceola,0,214763048,55224000,269987048,Industrial-Manufacturing,2022
2972,Oscoda,0,0,0,0,Industrial-Manufacturing,2022
2973,Otsego,0,1044480,0,1044480,Industrial-Manufacturing,2022
2974,Ottawa,0,77162654,66530000,143692654,Industrial-Manufacturing,2022
2975,Presque Isle,1743330160,7769475433,7380808072,16893613665,Industrial-Manufacturing,2022
2976,Roscommon,0,2073600,26634640,28708240,Industrial-Manufacturing,2022
2977,Saginaw,0,0,0,0,Industrial-Manufacturing,2022
2978,Saint Clair,2560755643,1721253,0,2562476896,Industrial-Manufacturing,2022
2979,Saint Joseph,0,750979956,10066697,761046653,Industrial-Manufacturing,2022
2980,Sanilac,0,25913557,46560000,72473557,Industrial-Manufacturing,2022
2981,Schoolcraft,2040048000,470269,1055375000,3095893269,Industrial-Manufacturing,2022
2982,Shiawassee,0,855000,116594000,117449000,Industrial-Manufacturing,2022
2983,Tuscola,0,9534929,64794750,74329679,Industrial-Manufacturing,2022
2984,Van Buren,0,487804393,0,487804393,Industrial-Manufacturing,2022
2985,Washtenaw,0,88746480,96904376,185650856,Industrial-Manufacturing,2022
2986,Wayne,40400586507,571583346,67206742722,108178912575,Industrial-Manufacturing,2022
2987,Wexford,0,0,0,0,Industrial-Manufacturing,2022
2988,Alcona,0,40708297,16585145,57293442,Irrigation,2022
2989,Alger,0,4890000,0,4890000,Irrigation,2022
2990,Allegan,0,2368242983,2104903530,4473146513,Irrigation,2022
2991,Alpena,0,14073000,92117570,106190570,Irrigation,2022
2992,Antrim,0,2033330596,35772790,2069103386,Irrigation,2022
2993,Arenac,0,0,95945400,95945400,Irrigation,2022
2994,Baraga,0,0,0,0,Irrigation,2022
2995,Barry,0,929250043,258242821,1187492864,Irrigation,2022
2996,Bay,16114473,29143728,510218868,555477069,Irrigation,2022
2997,Benzie,0,488208166,0,488208166,Irrigation,2022
2998,Berrien,1680000,1864436776,452618474,2318735250,Irrigation,2022
2999,Branch,0,4135763993,1522297889,5658061882,Irrigation,2022
3000,Calhoun,0,1830470124,615127838,2445597962,Irrigation,2022
3001,Cass,0,8342929074,411276474,8754205548,Irrigation,2022
3002,Charlevoix,0,49813452,18412000,68225452,Irrigation,2022
3003,Cheboygan,0,103792030,17059138,120851168,Irrigation,2022
3004,Chippewa,12000000,22242473,0,34242473,Irrigation,2022
3005,Clare,0,112300097,3180000,115480097,Irrigation,2022
3006,Clinton,0,321925113,304025383,625950496,Irrigation,2022
3007,Crawford,0,31549000,146466623,178015623,Irrigation,2022
3008,Delta,20800000,8575323,49759394,79134717,Irrigation,2022
3009,Dickinson,0,2521260,59014200,61535460,Irrigation,2022
3010,Eaton,0,107452317,22207000,129659317,Irrigation,2022
3011,Emmet,81710315,484839389,27892770,594442474,Irrigation,2022
3012,Genesee,0,53518000,95519900,149037900,Irrigation,2022
3013,Gladwin,0,7920000,2694390,10614390,Irrigation,2022
3014,Gogebic,0,0,0,0,Irrigation,2022
3015,Grand Traverse,0,458928184,51942375,510870559,Irrigation,2022
3016,Gratiot,0,2079625346,186576323,2266201669,Irrigation,2022
3017,Hillsdale,0,1250964886,83235369,1334200255,Irrigation,2022
3018,Houghton,0,0,8175000,8175000,Irrigation,2022
3019,Huron,0,213938456,166848362,380786818,Irrigation,2022
3020,Ingham,0,203673475,144607541,348281016,Irrigation,2022
3021,Ionia,0,500684382,319924337,820608719,Irrigation,2022
3022,Iosco,0,145720000,0,145720000,Irrigation,2022
3023,Iron,0,26931750,14226650,41158400,Irrigation,2022
3024,Isabella,0,1685073884,268562095,1953635979,Irrigation,2022
3025,Jackson,0,1381869011,76769000,1458638011,Irrigation,2022
3026,Kalamazoo,0,4626811954,993718411,5620530365,Irrigation,2022
3027,Kalkaska,0,731286356,271164622,1002450978,Irrigation,2022
3028,Kent,0,1570527371,610656774,2181184145,Irrigation,2022
3029,Keweenaw,2939219,734804,0,3674023,Irrigation,2022
3030,Lake,0,0,0,0,Irrigation,2022
3031,Lapeer,0,35724954,48730424,84455378,Irrigation,2022
3032,Leelanau,9169951,261243088,50613726,321026765,Irrigation,2022
3033,Lenawee,0,327362017,1314564347,1641926364,Irrigation,2022
3034,Livingston,0,194049268,160332556,354381824,Irrigation,2022
3035,Luce,0,200649362,0,200649362,Irrigation,2022
3036,Mackinac,11085000,63000000,7195000,81280000,Irrigation,2022
3037,Macomb,11300000,37839870,385999734,435139604,Irrigation,2022
3038,Manistee,0,576187150,32431419,608618569,Irrigation,2022
3039,Marquette,0,19312000,76737489,96049489,Irrigation,2022
3040,Mason,0,380740256,264820807,645561063,Irrigation,2022
3041,Mecosta,0,3258792460,291035322,3549827782,Irrigation,2022
3042,Menominee,0,0,12510000,12510000,Irrigation,2022
3043,Midland,0,87798453,53303864,141102317,Irrigation,2022
3044,Missaukee,0,1041003563,36114512,1077118075,Irrigation,2022
3045,Monroe,0,1251942451,388278409,1640220860,Irrigation,2022
3046,Montcalm,0,9121855520,1145935612,10267791132,Irrigation,2022
3047,Montmorency,0,0,0,0,Irrigation,2022
3048,Muskegon,0,670935015,180262716,851197731,Irrigation,2022
3049,Newaygo,0,905105929,124421916,1029527845,Irrigation,2022
3050,Oakland,0,965641220,625043148,1590684368,Irrigation,2022
3051,Oceana,0,1023198302,198950121,1222148423,Irrigation,2022
3052,Ogemaw,0,27933766,6643680,34577446,Irrigation,2022
3053,Ontonagon,0,0,0,0,Irrigation,2022
3054,Osceola,0,133635862,41580000,175215862,Irrigation,2022
3055,Oscoda,0,35250000,92800000,128050000,Irrigation,2022
3056,Otsego,0,453204504,0,453204504,Irrigation,2022
3057,Ottawa,0,3009608627,1158565111,4168173738,Irrigation,2022
3058,Presque Isle,0,49016662,51681601,100698263,Irrigation,2022
3059,Roscommon,0,65545451,29127000,94672451,Irrigation,2022
3060,Saginaw,0,280448817,196246489,476695306,Irrigation,2022
3061,Saint Clair,74461696,7892046,48231980,130585722,Irrigation,2022
3062,Saint Joseph,0,16616939786,3626678563,20243618349,Irrigation,2022
3063,Sanilac,8260212,247404780,115589847,371254839,Irrigation,2022
3064,Schoolcraft,0,15803794,11440000,27243794,Irrigation,2022
3065,Shiawassee,0,17183500,17210700,34394200,Irrigation,2022
3066,Tuscola,0,566030543,1213218122,1779248665,Irrigation,2022
3067,Van Buren,0,6416134785,376958291,6793093076,Irrigation,2022
3068,Washtenaw,0,802698870,791530756,1594229626,Irrigation,2022
3069,Wayne,54234896,259716555,295072727,609024178,Irrigation,2022
3070,Wexford,0,387322302,0,387322302,Irrigation,2022
3071,Alcona,0,0,0,0,Livestock,2022
3072,Alger,0,0,0,0,Livestock,2022
3073,Allegan,0,98311913,2940000,101251913,Livestock,2022
3074,Alpena,0,0,0,0,Livestock,2022
3075,Antrim,0,0,0,0,Livestock,2022
3076,Arenac,0,0,0,0,Livestock,2022
3077,Baraga,0,0,0,0,Livestock,2022
3078,Barry,0,156960375,395000,157355375,Livestock,2022
3079,Bay,0,0,0,0,Livestock,2022
3080,Benzie,0,219699140,3084710973,3304410113,Livestock,2022
3081,Berrien,0,0,0,0,Livestock,2022
3082,Branch,0,20196000,0,20196000,Livestock,2022
3083,Calhoun,0,0,0,0,Livestock,2022
3084,Cass,0,28592090,0,28592090,Livestock,2022
3085,Charlevoix,0,0,0,0,Livestock,2022
3086,Cheboygan,0,0,0,0,Livestock,2022
3087,Chippewa,0,1665600,0,1665600,Livestock,2022
3088,Clare,0,17324000,0,17324000,Livestock,2022
3089,Clinton,0,406061000,0,406061000,Livestock,2022
3090,Crawford,0,0,0,0,Livestock,2022
3091,Delta,0,0,0,0,Livestock,2022
3092,Dickinson,0,0,0,0,Livestock,2022
3093,Eaton,0,0,0,0,Livestock,2022
3094,Emmet,0,1538843256,0,1538843256,Livestock,2022
3095,Genesee,0,0,0,0,Livestock,2022
3096,Gladwin,0,9480000,0,9480000,Livestock,2022
3097,Gogebic,0,0,0,0,Livestock,2022
3098,Grand Traverse,0,0,0,0,Livestock,2022
3099,Gratiot,0,300560202,0,300560202,Livestock,2022
3100,Hillsdale,0,25922500,0,25922500,Livestock,2022
3101,Houghton,0,0,0,0,Livestock,2022
3102,Huron,0,276192092,0,276192092,Livestock,2022
3103,Ingham,0,8775000,0,8775000,Livestock,2022
3104,Ionia,0,180374411,0,180374411,Livestock,2022
3105,Iosco,0,0,0,0,Livestock,2022
3106,Iron,0,0,0,0,Livestock,2022
3107,Isabella,0,7178025,0,7178025,Livestock,2022
3108,Jackson,0,1043898100,0,1043898100,Livestock,2022
3109,Kalamazoo,0,34315037,0,34315037,Livestock,2022
3110,Kalkaska,0,0,0,0,Livestock,2022
3111,Kent,0,32200000,0,32200000,Livestock,2022
3112,Keweenaw,0,0,0,0,Livestock,2022
3113,Lake,0,0,0,0,Livestock,2022
3114,Lapeer,0,10540800,45792000,56332800,Livestock,2022
3115,Leelanau,0,0,0,0,Livestock,2022
3116,Lenawee,0,69600000,0,69600000,Livestock,2022
3117,Livingston,0,0,0,0,Livestock,2022
3118,Luce,0,0,0,0,Livestock,2022
3119,Mackinac,0,0,0,0,Livestock,2022
3120,Macomb,0,305324,0,305324,Livestock,2022
3121,Manistee,0,0,0,0,Livestock,2022
3122,Marquette,0,0,0,0,Livestock,2022
3123,Mason,0,10497427,0,10497427,Livestock,2022
3124,Mecosta,0,34528336,0,34528336,Livestock,2022
3125,Menominee,0,7719686,0,7719686,Livestock,2022
3126,Midland,0,0,0,0,Livestock,2022
3127,Missaukee,0,170012379,0,170012379,Livestock,2022
3128,Monroe,0,0,0,0,Livestock,2022
3129,Montcalm,0,4293836,0,4293836,Livestock,2022
3130,Montmorency,0,0,0,0,Livestock,2022
3131,Muskegon,0,217521800,0,217521800,Livestock,2022
3132,Newaygo,0,313429292,109728000,423157292,Livestock,2022
3133,Oakland,0,0,0,0,Livestock,2022
3134,Oceana,0,33152895,0,33152895,Livestock,2022
3135,Ogemaw,0,6065170,0,6065170,Livestock,2022
3136,Ontonagon,0,0,0,0,Livestock,2022
3137,Osceola,0,14815000,0,14815000,Livestock,2022
3138,Oscoda,0,0,0,0,Livestock,2022
3139,Otsego,0,0,0,0,Livestock,2022
3140,Ottawa,0,92946100,0,92946100,Livestock,2022
3141,Presque Isle,0,0,0,0,Livestock,2022
3142,Roscommon,0,0,0,0,Livestock,2022
3143,Saginaw,0,2448000,0,2448000,Livestock,2022
3144,Saint Clair,0,0,0,0,Livestock,2022
3145,Saint Joseph,0,0,0,0,Livestock,2022
3146,Sanilac,0,51100000,0,51100000,Livestock,2022
3147,Schoolcraft,0,629569400,735840000,1365409400,Livestock,2022
3148,Shiawassee,0,0,0,0,Livestock,2022
3149,Tuscola,0,40826070,48000000,88826070,Livestock,2022
3150,Van Buren,0,53894400,0,53894400,Livestock,2022
3151,Washtenaw,0,101088000,0,101088000,Livestock,2022
3152,Wayne,0,0,0,0,Livestock,2022
3153,Wexford,0,47077920,0,47077920,Livestock,2022
3154,Alcona,0,0,0,0,Other,2022
3155,Alger,0,0,0,0,Other,2022
3156,Allegan,0,317435906,39992240,357428146,Other,2022
3157,Alpena,0,0,0,0,Other,2022
3158,Antrim,0,0,0,0,Other,2022
3159,Arenac,0,0,0,0,Other,2022
3160,Baraga,0,0,0,0,Other,2022
3161,Barry,0,934967,0,934967,Other,2022
3162,Bay,0,0,0,0,Other,2022
3163,Benzie,0,129900,0,129900,Other,2022
3164,Berrien,0,27291000,0,27291000,Other,2022
3165,Branch,0,51500,0,51500,Other,2022
3166,Calhoun,0,0,0,0,Other,2022
3167,Cass,0,81430500,0,81430500,Other,2022
3168,Charlevoix,0,0,0,0,Other,2022
3169,Cheboygan,0,0,116000,116000,Other,2022
3170,Chippewa,0,0,0,0,Other,2022
3171,Clare,0,0,0,0,Other,2022
3172,Clinton,0,1200,0,1200,Other,2022
3173,Crawford,0,0,0,0,Other,2022
3174,Delta,0,1094500000,0,1094500000,Other,2022
3175,Dickinson,0,0,0,0,Other,2022
3176,Eaton,0,0,0,0,Other,2022
3177,Emmet,0,196061077,0,196061077,Other,2022
3178,Genesee,0,0,0,0,Other,2022
3179,Gladwin,0,0,0,0,Other,2022
3180,Gogebic,0,0,0,0,Other,2022
3181,Grand Traverse,0,62116000,0,62116000,Other,2022
3182,Gratiot,0,155000,0,155000,Other,2022
3183,Hillsdale,0,3761148,0,3761148,Other,2022
3184,Houghton,0,0,0,0,Other,2022
3185,Huron,0,0,0,0,Other,2022
3186,Ingham,0,236565895,0,236565895,Other,2022
3187,Ionia,0,0,0,0,Other,2022
3188,Iosco,0,0,0,0,Other,2022
3189,Iron,0,0,0,0,Other,2022
3190,Isabella,0,250000,0,250000,Other,2022
3191,Jackson,0,46080,37113000,37159080,Other,2022
3192,Kalamazoo,0,10200000,0,10200000,Other,2022
3193,Kalkaska,0,144552540,0,144552540,Other,2022
3194,Kent,0,56554800,0,56554800,Other,2022
3195,Keweenaw,0,0,0,0,Other,2022
3196,Lake,0,0,0,0,Other,2022
3197,Lapeer,0,26000,0,26000,Other,2022
3198,Leelanau,0,4307502,0,4307502,Other,2022
3199,Lenawee,0,0,0,0,Other,2022
3200,Livingston,0,58923200,0,58923200,Other,2022
3201,Luce,0,0,0,0,Other,2022
3202,Mackinac,0,0,0,0,Other,2022
3203,Macomb,0,60328196,0,60328196,Other,2022
3204,Manistee,0,23222920,0,23222920,Other,2022
3205,Marquette,0,0,207849910,207849910,Other,2022
3206,Mason,0,112482000,0,112482000,Other,2022
3207,Mecosta,0,320000,0,320000,Other,2022
3208,Menominee,0,0,0,0,Other,2022
3209,Midland,0,0,0,0,Other,2022
3210,Missaukee,0,29000,0,29000,Other,2022
3211,Monroe,0,0,0,0,Other,2022
3212,Montcalm,0,349475000,0,349475000,Other,2022
3213,Montmorency,0,0,0,0,Other,2022
3214,Muskegon,0,39869600,0,39869600,Other,2022
3215,Newaygo,0,20000,0,20000,Other,2022
3216,Oakland,0,1041202394,864003000,1905205394,Other,2022
3217,Oceana,0,20097636,0,20097636,Other,2022
3218,Ogemaw,0,0,0,0,Other,2022
